SSN,Longitude,Latitude,Region,Country,Site,Cluster,Plot,Depth,Clay_2um,Clay_8um,Clay_20um,Clay_63um,Total_C,CORG,CINORG,Total_N,pH,Am_Ox_Al,Am_Ox_Fe,Am_Ox_Mn,Am_Ox_P,Olsen_P,pbi,Caex,Kex,Mgex,Naex,eCEC,Al,Ca,Co,Cr,Cu,Fe,K,Mg,Mn,Na,Ni,P,Pb,S,Zn,VegStructure,Date,Altitude,Accuracy,SlopeDn,SlopeUp,MajLform,LformDes,PosTopoSeq,ArtSurface,VegCovLT40,PlotFlood,PlotCultMgd,Trees,Shrubs,Graminoids,Forbs,VegOther,Broadleaf,Needleleaf,Allophytic,Evergreen,Deciduous,WdCovRate1,WdCovRate2,WdCovRate3,WdCovRate4,HerbCovRate1,HerbCovRate2,HerbCovRate3,HerbCovRate4,VegStrataDescr,SameLanduse90,UseFoodBeverage,UseForage,UseTimberFuelwood,UseOther,LandUseHistory,RockCover1,RockCover2,RockCover3,RockCover4,Erosion1,Erosion2,Erosion3,Erosion4,SoilConservation,SWCStructures,SWCDescr,AugDepth1,AugDepth2,AugDepth3,AugDepth4,Notes,Delta14C,Delta14C_err,F14C,F14C_err,TurnoverTime,Delta13C,SSN.XRPD,Quartz,Clay_1_1,Clay_2_1,Amorphous,Pedogenic_Oxides,Feldspars,LIG_N,SoilTMP_C,SoilMoi_kgm2,SoilMoi_m3m3,Litterfall.gC.m2.yr,Litterroot.gC.m2.yr,NPP.gC.m2.yr,NPP.gC.m2.d,clay_extracted,bd_extracted,silt_extracted,MAT,MAP,PET,npp_modis,socs,sm,stemp
icr006064,36.11709595,-6.86553717,East Africa,Tanzania,Chinyanghuku,8,7,Topsoil,NA,NA,NA,NA,0.59,0.59,0,0.05,7.84,749.9202137,641.4386683,180.3928932,17.91654482,7.7,27.38,6.12,0.76550882,2.320221029,0.064752137,9.958888145,18307.61187,2619.40462,7.5713101,47.41055233,7.369112206,14278.27503,3286.494868,3267.778418,290.8861897,124.4361058,23.99343673,126.49118,5.20428308,64.67239203,18.74557062,Cropland,07-12-09,790,1.9,1,1,Level,Dissected plain,Bottomland,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,sparse ground cover; on cultivated land,No,1,1,0,0,crop land,1,1,1,1,Sheet,Sheet,Sheet,Sheet,None,0,,50,40,40,25,no trees and shrubs,NA,NA,NA,NA,NA,NA,icr006055,33.4773,8.0265,7.6508,2.5999,4.6997,30.0589,9.277812168,24.98632622,188.7527632,0.271803979,371.51,81.67950304,453.189503,1.241615077,26,1.44,16,23.21249998,553,1947,0.746271429,1.6992,0.213060722,28.07636261
icr006073,36.1416,-6.92727,East Africa,Tanzania,Chinyanghuku,9,1,Topsoil,NA,NA,NA,NA,1.74,1.74,0,0.16,7.08,1382.957967,2046.74689,505.7122282,41.07560478,3.32,41.34,10.65,0.839956402,2.26565788,0.045886015,12.62901926,37497.75047,6205.179521,32.65460415,59.26818612,57.9719409,53932.31951,8420.915214,7322.389497,829.4300652,297.6823106,44.62932964,219.4249307,7.542598621,150.1251461,53.39774532,Forest,02-10-10,0,0,15,19,,Medium gradient hill,Midslope,0,0,0,0,1,1,0,1,0,1,0,0,0,1,4,5,2,5,5,5,5,5,this is a forest that has been heavily cut,Don't know,0,1,1,0,,1,1,2,1,Sheet,Sheet,Sheet,Sheet,None,0,,10,20,20,20,,NA,NA,NA,NA,NA,NA,icr006076,49.362,0,3.6768,0,3.5554,32.8029,34.48656825,24.98632622,188.7527632,0.243491064,371.51,244.2978847,615.8078847,1.687144889,29,1.29,14,22.02500014,585,1876,0.7681,4.4892,0.213060722,28.07636261
icr006081,36.1416,-6.9288,East Africa,Tanzania,Chinyanghuku,9,9,Topsoil,NA,NA,NA,NA,0.88,0.88,0,0.09,7.38,1101.195525,2196.25876,431.7432107,91.06064433,9.02,35.77,7.31,0.747123213,2.666882887,0.038552711,12.73039323,29718.85676,6027.781439,23.45278767,43.14598054,22.75034738,45538.67971,9886.953902,8182.264417,750.4892995,315.1706818,29.29520519,256.3038449,5.408404281,85.67070708,52.04758422,Other,02-10-10,0,0,12,10,Sloping,Medium gradient hill,Footslope,0,0,0,0,1,1,0,1,0,1,0,0,0,1,3,3,4,4,5,2,5,4,Plot 2 in river bed,Don't know,0,1,1,0,,1,2,1,2,Rill,Gully/Mass,Rill,Sheet,None,0,,40,15,10,10,,NA,NA,NA,NA,NA,NA,icr006076,49.362,0,3.6768,0,3.5554,32.8029,21.21609908,24.98632622,188.7527632,0.251041175,371.51,244.8029387,616.3129387,1.688528599,23,1.33,14,22.02500014,585,1876,0.7681,2.3408,0.213060722,28.07636261
icr006084,36.1369,-6.90925,East Africa,Tanzania,Chinyanghuku,10,1,Topsoil,7.032,25.958,38.468,51.022,1.29,1.29,0,0.12,6.83,1311.266657,1368.05137,266.3640384,-20.19182663,4.98,31.41,5.6,0.64395914,0.865918478,0.070867415,10.77209027,19569.27579,3593.48643,11.24126958,29.13806537,7.28699003,18833.12811,3821.375134,3749.719998,429.432025,238.9378941,9.610401391,176.5443381,15.53838415,98.96988029,29.31966389,Woodland,02-11-10,0,0,19,17,Sloping,Medium gradient hill,Midslope,0,0,0,0,1,1,0,1,0,1,0,0,0,1,3,5,3,4,3,4,4,3,this is a rocky slope on the side of a rocky signs of fire cutting A. Mellifera,Yes,0,1,1,0,,2,2,2,3,Sheet,Sheet,Sheet,Sheet,None,0,,20,20,20,20,,NA,NA,NA,NA,NA,NA,icr006085,18.8178,4.3388,3.7161,2.3541,5.7537,45.9818,20.60163272,24.98632622,188.7527632,0.24726612,371.51,165.5124719,537.0224719,1.471294444,27,1.31,13,21.69166656,587,1864,0.957857143,3.3798,0.213060722,28.07636261
icr006099,36.14,-6.90426,East Africa,Tanzania,Chinyanghuku,10,10,Topsoil,15.774,41.216,57.35,70.919,2.29,2.29,0,0.22,7.35,1235.151384,1709.397867,372.1280109,158.0570607,12.48,52.12,14.18,0.777373628,3.790246013,0.02445003,18.44977218,30268.30628,6716.944258,16.04847011,36.31859081,19.51360207,34265.77526,8648.859131,9090.220294,687.3839765,271.6464977,12.83295091,464.108024,12.02913734,240.7505763,60.47916818,Forest,02-11-10,0,0,25,25,Steep,High gradient hill,Midslope,0,0,0,0,1,1,0,1,0,1,0,0,0,1,5,5,5,5,5,5,4,4,steep forest dense undergrowth lots of laying dead wood signs of of burning Greullia bicolar,Yes,0,1,1,0,,2,2,3,3,Sheet,Sheet,Sheet,Sheet,None,0,,20,20,20,30,,NA,NA,NA,NA,NA,NA,icr006085,18.8178,4.3388,3.7161,2.3541,5.7537,45.9818,34.48656825,24.98632622,188.7527632,0.241603537,371.51,244.9623735,616.4723735,1.688965407,27,1.28,13,22.42916667,574,1897,1.011328571,5.8624,0.213060722,28.07636261
icr006115,36.1339,-6.89424,East Africa,Tanzania,Chinyanghuku,11,8,Topsoil,13.411,36.886,47.518,57.998,0.73,0.73,0,0.06,7.78,1087.457229,863.2398232,109.1829308,-40.67837702,1.78,32.7,6.54,0.282794831,5.064806391,0.342174866,11.26691162,28951.78594,2465.306254,6.290140752,26.74967442,7.816429759,19693.44735,2533.194463,3515.396115,223.5374941,234.7251881,10.61589836,69.49448865,7.308056886,64.41444885,19.58670719,Other,02-09-10,0,0,1,1,Level,Major depression,Bottomland,0,0,1,0,1,1,0,1,0,1,0,0,0,1,5,0,5,3,0,1,0,2,This is a river bed sub plot 1 and 2 3 in a river bed on edges,Don't know,0,1,1,0,,1,1,1,2,Gully/Mass,Gully/Mass,Gully/Mass,Gully/Mass,None,0,,50,50,50,15,,36.4,3.1,1.0453,0.0031,151,-21.9955,icr006101,37.6474,4.8176,5.0438,2.2292,4.6725,32.461,21.21609908,24.98632622,188.7527632,0.281241617,371.51,76.3950146,447.9050146,1.227137026,22,1.49,16,22.93749988,563,1928,0.703442857,2.1754,0.213060722,28.07636261
icr006117,36.1367,-6.89404,East Africa,Tanzania,Chinyanghuku,11,9,Topsoil,NA,NA,NA,NA,2.02,1.86,0.2,0.15,7.87,1052.851046,954.6741343,242.3732733,-10.46440303,3.04,48.39,14.6,0.598462004,3.2487072,0.050495314,16.94426182,28193.90015,8915.564514,10.87055996,28.09165122,9.662230774,23811.0855,3735.963353,4315.472673,412.290074,110.8746477,11.31176271,137.127552,8.490922123,166.2778505,27.56832762,Forest,02-09-10,0,0,2,2,Sloping,Dissected plain,Ridge/Crest,0,0,0,0,1,1,1,1,0,1,0,0,0,1,5,4,5,5,2,2,2,1,forest-edge of Korongo plot  4 in a Korongo,Yes,0,1,1,0,,2,3,2,2,Gully/Mass,Gully/Mass,Rill,Gully/Mass,None,0,,20,20,40,30,,NA,NA,NA,NA,NA,NA,icr006101,37.6474,4.8176,5.0438,2.2292,4.6725,32.461,34.48656825,24.98632622,188.7527632,0.275579034,371.51,76.64389896,448.153899,1.227818901,24,1.46,16,22.93749988,563,1928,0.759457143,5.4312,0.213060722,28.07636261
icr006130,36.14284897,-6.85878706,East Africa,Tanzania,Chinyanghuku,12,8,Topsoil,15.419,30.564,38.162,46.959,0.77,0.77,0,0.06,6.45,947.6311498,880.3726922,139.4632834,3.299241343,1.18,26.66,2.56,0.22931224,1.423792258,0.050249172,7.470983738,20480.99305,1120.810948,6.456267071,17.87297882,4.861270837,13831.33057,2208.244864,2052.356304,238.9505131,110.5944196,6.739410602,62.07340232,5.628334761,44.8960114,17.64676356,Shrubland,14-12-09,838,1.8,14,13,Sloping,Low gradient footslope,Footslope,0,0,0,0,1,1,1,1,0,1,0,0,1,1,2,2,2,2,1,1,1,1,shrubland with jathropa tree; acacia senegal; comiphora pauli ; ipomea gardenia,Yes,0,1,1,0,presently grazing land; fuelwood,1,1,1,1,Rill,Rill,Rill,Rill,None,0,,20,50,30,25,,87.5,1.9,1.0968,0.0019,61,-24.07,icr006121,32.8464,5.829,2.6598,2.42,4.3519,42.2328,19.88391681,24.98632622,188.7527632,0.273691507,371.51,80.232206,451.742206,1.237649879,22,1.45,13,23.08333325,555,1930,0.870128571,2.233,0.213060722,28.07636261
icr006139,36.16307831,-6.93410778,East Africa,Tanzania,Chinyanghuku,13,2,Topsoil,11.885,35.327,50.759,66.82,0.97,0.97,0,0.1,7.05,1019.389696,1816.81032,183.9569924,70.09538901,6.24,38.1,4.81,0.615630615,1.469136854,0.042288711,6.483819632,29712.00718,2982.932102,16.87605286,62.82380829,20.68662518,31230.48353,8600.309269,7687.82608,455.6574954,121.8264328,30.71352088,152.814722,7.311089914,83.21997891,47.71839433,Other,13-12-09,1110,1.6,12,17,Sloping,Medium gradient hill,Ridge/Crest,0,0,0,0,1,1,1,1,0,1,0,0,1,1,2,2,2,2,1,1,1,1,delonix sp; gesticiar sp; horida; tortilis trees and shrubs,Yes,0,1,1,0,grazing and fuelwood,2,2,2,2,Rill,Rill,Rill,Rill,None,0,,20,20,15,15,,NA,NA,NA,NA,NA,NA,icr006142,34.0967,0,2.4046,1.3993,4.5981,28.149,18.74832657,24.98632622,188.7527632,0.256703758,371.51,245.1966097,616.7066097,1.68960715,23,1.36,13,21.88750013,597,1868,0.998557143,2.6384,0.237058774,27.59108925
icr006145,36.16355133,-6.93353701,East Africa,Tanzania,Chinyanghuku,13,8,Topsoil,22.562,55.194,71.816,87.007,2.6,2.6,0,0.25,7.6,2740.07638,3851.960554,578.8060704,111.3141914,4.56,90.04,17.33,0.373674597,3.046148587,0.028463599,22.29570105,49494.3007,12318.77998,31.31371734,90.06387647,158.644639,71902.86584,2186.590786,6586.18272,973.1605106,1026.840953,69.64716227,364.8409828,4.425975571,260.6219652,42.60196567,Shrubland,13-12-09,1122,1.7,27,25,Steep,High gradient hill,Ridge/Crest,0,0,0,0,1,1,1,1,0,1,0,0,1,1,2,2,2,2,2,2,2,2,shrubland cultivated 10 years ago dominant with acacia tortilis comiphora and gesticiar sp,Yes,0,1,1,0,grazing and fuelwood,2,2,2,2,Rill,Rill,Rill,Rill,None,0,,20,20,20,15,,NA,NA,NA,NA,NA,NA,icr006142,34.0967,0,2.4046,1.3993,4.5981,28.149,19.88391681,24.98632622,188.7527632,0.249153647,371.51,245.1966097,616.7066097,1.68960715,25,1.32,15,21.88750013,597,1868,0.998557143,6.864,0.237058774,27.59108925
icr006162,36.16220856,-6.90902185,East Africa,Tanzania,Chinyanghuku,14,13,Topsoil,4.769,23.977,38.691,53.957,2.35,2.35,0,0.19,6.74,785.9440202,1162.756083,264.6418262,75.43498148,8.94,26.44,5.86,0.740890174,2.936790338,0.01686757,13.49152323,19545.18702,3841.965561,12.26161705,24.10599606,7.921637205,20811.0113,7504.18586,7256.853244,508.1647407,124.5293117,9.025719438,185.6885749,6.752374129,151.4172916,36.18274013,Other,12-12-09,1166,1.5,35,37,Steep,Ridges,Ridge/Crest,0,0,0,0,1,1,1,1,0,1,0,0,1,1,4,3,3,3,1,1,1,1,acacia comiphora dominant; littered ground; and rocks,No,0,1,1,0,grazing land fuelwood and timber,2,2,2,2,Rill,Rill,Rill,Rill,None,0,,10,5,10,10,,NA,NA,NA,NA,NA,NA,icr006152,43.4466,0,0,1.1599,3.4094,31.1909,18.74832657,24.98632622,188.7527632,0.241603537,371.51,245.6412557,617.1512557,1.690825358,27,1.28,14,21.81250004,592,1868,0.803957143,6.016,0.213060722,28.07636261
icr006166,36.16726685,-6.88896513,East Africa,Tanzania,Chinyanghuku,15,3,Topsoil,16.803,43.19,60.73,75.704,2.74,2.74,0,0.25,7,1016.860577,1856.628288,356.0473092,151.3252259,14.88,53.46,11.43,0.955143435,2.360656848,0.028476574,15.73433488,28115.36989,6863.330454,18.84629924,25.72123751,21.33590831,33246.99961,11573.00679,11002.0236,670.0181707,105.7812455,15.98796795,307.3862074,3.713431885,195.9495468,49.42204123,Woodland,17-12-09,961,3.6,18,17,Sloping,Medium gradient hill,Ridge/Crest,0,0,0,0,1,1,1,1,0,1,0,0,1,1,2,2,2,2,2,2,2,2,acacia nilotica; senegal;;comiphora woodland; formerly cultivated,Yes,0,1,1,0,grazing and fuelwood; formerly cultivated,2,2,2,2,Rill,Rill,Rill,Rill,None,0,,10,15,10,20,,NA,NA,NA,NA,NA,NA,icr006164,29.1929,0,0,3.8935,4.1301,33.9469,20.60163272,24.98632622,188.7527632,0.25481623,371.51,74.5974371,446.1074371,1.222212156,24,1.35,14,22.5333335,575,1900,0.976842857,7.398,0.213060722,28.07636261
icr006175,36.16141891,-6.88222981,East Africa,Tanzania,Chinyanghuku,15,12,Topsoil,5.953,26.339,43.213,61.217,3.25,3.25,0,0.27,6.74,750.3260993,1142.460238,215.6180862,114.8521471,17.52,28.9,8.85,0.912784029,3.476675403,0.021323963,12.82187597,23919.15256,4703.839871,13.93649625,35.98721357,14.02463351,24580.14785,10029.04765,10340.28157,501.8189057,123.7807327,15.34555765,251.1223088,4.997252503,232.7161706,45.81395332,Other,17-12-09,1171,2.1,28,30,Steep,High gradient hill,Midslope,0,0,0,0,1,1,1,1,0,1,0,0,1,1,2,2,2,2,2,2,2,2,successional shrubland; dominant with comiphora pauli; grwyua bicola,Yes,0,1,1,0,resently converted to crop land,2,2,2,2,Rill,Rill,Rill,Rill,None,0,,20,15,20,20,,NA,NA,NA,NA,NA,NA,icr006164,29.1929,0,0,3.8935,4.1301,33.9469,18.74832657,24.98632622,188.7527632,0.237828482,371.51,77.48069359,448.9906936,1.230111489,27,1.26,14,21.7833333,585,1864,0.809728571,8.19,0.213060722,28.07636261
icr006176,36.1644,-6.88375,East Africa,Tanzania,Chinyanghuku,15,13,Topsoil,4.166,19.744,31.557,45.699,1.87,1.87,0,0.14,6.35,824.5275873,1023.735527,150.3435051,62.12907403,5.6,24.26,4.25,0.389807003,1.977900437,0.022943553,6.578331839,16393.09425,2649.908913,7.866717208,13.66795276,4.52856046,13692.22438,3305.872702,3149.273852,267.3730278,135.794943,5.389526817,151.8905901,10.49584191,145.688468,21.88767929,Woodland,17-12-09,0,0,35,32,Steep,High gradient hill,Midslope,0,0,0,0,1,1,1,1,0,1,0,0,1,1,3,3,3,3,2,2,2,2,comiphora woodland with dense undergrowth dominated by comiphora pauli,Yes,0,1,1,0,currently intact with less human activities ; occasionally grazing land,2,2,2,2,Sheet,Sheet,Sheet,Sheet,None,0,,20,30,17,20,,NA,NA,NA,NA,NA,NA,icr006164,29.1929,0,0,3.8935,4.1301,33.9469,20.60163272,24.98632622,188.7527632,0.243491064,371.51,108.2792998,479.7892998,1.314491232,26,1.29,12,21.6333334,590,1858,0.813242857,4.8246,0.213060722,28.07636261
icr006185,36.16,-6.87052,East Africa,Tanzania,Chinyanghuku,16,4,Topsoil,11.542,34.206,51.147,64.774,1.03,1.03,0,0.1,7.1,1050.72792,1678.795775,255.5230904,75.5900551,2.62,31.99,7.14,0.409749543,2.097875962,0.032649852,9.82671223,24569.49989,4451.972467,15.315302,33.25655191,20.4559768,28084.76389,7597.991349,7317.682998,492.9760837,126.0574773,15.81351245,182.7807371,8.934087262,122.1969418,47.39441889,Woodland,02-08-10,0,0,22,15,Steep,High gradient hill,Midslope,0,0,0,0,1,1,0,1,0,1,0,0,0,1,3,3,4,3,3,2,3,NA,shrubs tree land heavily eroded lots of exposed rocks grazing firewood bad erosion,No,0,1,1,0,,3,3,3,3,Rill,Rill,Rill,Rill,None,0,,20,20,20,20,,NA,NA,NA,NA,NA,NA,icr006179,6.7565,2.9378,2.9641,2.5186,5.1532,35.8856,20.60163272,24.98632622,188.7527632,0.256703758,371.51,75.41335574,446.9233557,1.22444755,25,1.36,12,22.17083347,577,1885,0.9062,2.8016,0.213060722,28.07636261
icr006192,36.1577,-6.87246,East Africa,Tanzania,Chinyanghuku,16,8,Topsoil,10.69,32.963,48.351,61.992,1.94,1.94,0,0.17,7.34,1106.62716,2116.070728,276.7095065,106.2578765,4.82,43.65,5.92,0.751945397,5.76015003,0.029569813,14.276262,23834.7213,3143.346819,19.26834131,266.2565102,16.59025354,28912.10783,8337.890324,9859.601895,508.8433922,134.0827148,59.58484848,287.366786,5.188681724,161.4793348,32.32140669,Forest,02-08-10,0,0,21,23,Steep,High gradient hill,Midslope,0,0,0,0,1,1,0,1,0,1,0,0,0,1,5,5,5,5,3,3,3,3,Very dense shrubs trees not a lot of plants under stage dense steep forest,Yes,0,0,0,0,,2,2,2,2,Rill,Rill,Rill,Rill,None,0,,40,30,20,20,,NA,NA,NA,NA,NA,NA,icr006179,6.7565,2.9378,2.9641,2.5186,5.1532,35.8856,34.48656825,24.98632622,188.7527632,0.252928703,371.51,76.69241032,448.2024103,1.227951809,26,1.34,13,22.59166674,566,1906,0.948328571,5.1992,0.213060722,28.07636261
icr006454,36.44020081,-6.12600994,East Africa,Tanzania,Pandambili,1,1,Topsoil,21.744,49.756,55.939,59.167,0.95,0.94,0,0.08,7.85,2105.973713,868.3477973,160.4628247,27.45654485,2.7,79.3,15.21,1.540675037,3.567985569,0.040272002,21.92611614,29014.85544,3257.152385,6.58616712,52.22530598,11.15067476,16670.19198,8517.919223,4448.932189,278.4656554,47.8877279,24.42976086,96.57513082,2.598904478,76.23716314,26.77264255,Cropland,01-03-10,1031,1.5,0,0,Level,Plain,Bottomland,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,2,2,maize field with star grass and many forbs,No,1,0,0,0,was a forest then shamba for 3 years,1,1,1,1,None,None,None,None,None,0,,30,40,40,50,,-0.8,2.2,1.0077,0.0022,283,-15.85,icr006454,56.8665,0,19.6733,1.0519,0,13.5275,9.277812168,23.55193329,187.951307,0.261252317,304.68,224.132413,528.812413,1.448801131,25,1.39,15,22.05416652,562,1817,0.691028571,2.6132,0.248031005,27.43919563
icr006474,36.43598175,-6.08874989,East Africa,Tanzania,Pandambili,2,1,Topsoil,0.238,2.141,3.092,3.459,0.57,0.57,0,0.05,5.01,1554.842158,949.2351988,52.60864408,22.88733891,2.5,48.31,1.16,0.656373838,0.689643599,0.012822335,3.878542832,25915.49391,267.669484,3.745461235,71.12524918,11.18726731,12024.05452,1343.124117,592.0484728,81.7260604,41.82301553,12.74177105,87.04007317,1.955844485,53.86355667,16.70462343,Wooded_grassland,01-03-10,1089,1.9,0.5,1,Level,Plain,Bottomland,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,2,1,3,3,4,4,dense wooded grassland,Yes,0,1,0,0,dense wooded grassland for more than 20 years used as a ranch,1,1,1,1,None,None,None,None,None,0,,50,50,50,50,,NA,NA,NA,NA,NA,NA,icr006474,94.0321,0,0,0,0,4.842,18.74832657,23.55193329,187.951307,0.270649882,304.68,67.0679225,371.7479225,1.018487459,26,1.44,12,21.94166664,580,1803,0.862642857,1.6416,0.248031005,27.43919563
icr006492,36.4405,-6.06394,East Africa,Tanzania,Pandambili,3,1,Topsoil,4.514,9.9,12.424,15.018,0.98,0.98,0,0.09,6.78,1871.559305,1204.912035,172.6345741,32.10988216,2.14,38.35,5.41,0.736213532,1.66387279,0.013414701,8.016196744,30120.52145,1263.401923,8.23957425,81.20799608,18.10957267,20798.726,2999.24076,2376.152831,262.0177594,102.9927186,24.40383259,150.936463,3.32646447,100.773286,26.10203865,Forest,15-02-10,0,0,1,1,Level,Plain,Bottomland,0,0,0,0,1,1,1,1,0,1,0,0,0,1,5,5,5,5,5,5,4,4,we are in a forest with acacia mellifera acacia senegal; commiphora pauli. lots of tall grass.,Yes,0,1,0,0,"was a scattered baobab forest, then white settler came and planted everything in groundnut, which eventually failed ad they abandoned it. In 1952-53 it was for sheep and livestock experiments.In 1952 they determined the land was better for beef cattle.  T",1,1,1,1,None,None,None,None,None,0,,50,50,50,50,,63.5,2.1,1.0725,0.0021,94,-23.35,icr006492,62.268,3.7457,0,0,3.8285,26.9644,34.48656825,23.55193329,187.951307,0.266890856,304.68,208.8172689,513.4972689,1.406841833,24,1.42,12,21.76666661,585,1787,0.9737,2.7832,0.248031005,27.43919563
icr006510,36.4438591,-6.04692984,East Africa,Tanzania,Pandambili,4,1,Topsoil,1.882,5.167,6.455,7.945,0.98,0.98,0,0.09,6.81,1320.844888,718.2484842,187.4423131,36.56973074,2.52,32.33,4.14,0.782886767,1.952944334,0.00347264,7.180006795,27946.13109,1043.289516,7.952616244,111.3843002,11.03163686,13043.07539,1859.993992,1230.911236,242.34738,57.09343267,36.58893292,134.8872079,2.066370443,96.24024182,20.2665237,Wooded_grassland,16-02-10,1125,1.6,2,2,Level,Plain,Bottomland,0,0,0,0,1,1,1,1,0,1,0,0,0,1,5,1,2,2,5,5,5,5,wooded grassland with several small baobab tall grass and shrubs,Yes,0,1,0,0,"was a scattered baobab forest, then white settler came and planted everything in groundnut, which eventually failed ad they abandoned it. In 1952-53 it was for sheep and livestock experiments.In 1952 they determined the land was better for beef cattle.  T",1,1,1,1,None,None,None,None,None,0,,40,20,50,20,,NA,NA,NA,NA,NA,NA,icr006510,89.0966,0,0,0,0,7.5602,18.74832657,23.55193329,187.951307,0.26313183,304.68,201.0388489,505.7188489,1.385531093,28,1.4,14,21.67916671,590,1763,0.894114286,2.744,0.248031005,27.43919563
icr006530,36.4577,-6.11749,East Africa,Tanzania,Pandambili,5,1,Topsoil,25.505,50.354,57.5855,62.945,0.71,0.71,0,0.07,6.59,1495.598403,1002.452294,178.5830681,28.03145346,2.12,57.7,4.19,1.319417037,1.921031133,0.024305424,9.103383925,41600.31625,807.8549479,10.16235778,79.97531782,20.4033794,23282.6423,2759.099866,1196.759027,293.5406931,45.20789581,34.34654753,165.3172985,4.781452974,78.60095641,23.69192973,Grassland,27-02-10,1043,0,2,1.5,Level,Plain,Bottomland,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,2,1,4,4,4,4,Dense vegetative cover herbaceous plants dominant by a leguminous plant grass and melifera trees,Yes,0,1,0,0,land used for grazing owned by the government,1,1,1,1,None,None,None,None,None,0,,50,50,50,50,,-12.8,2.3,0.9956,0.0023,343,-18.59,icr006530,49.4723,16.3707,8.3572,2.6641,5.5349,8.7006,10.31141061,23.55193329,187.951307,0.261252317,304.68,180.0381736,484.7181736,1.327994996,28,1.39,16,22.0250001,566,1823,0.775028571,1.9738,0.248031005,27.43919563
icr006570,36.46458817,-6.06997013,East Africa,Tanzania,Pandambili,7,2,Topsoil,22.397,33.506,37.365,39.726,0.62,0.62,0,0.06,6.5,1170.377372,757.5373696,135.0692152,28.18330732,2.08,58.7,5.14,1.109445179,1.996628582,0.08972411,8.310086355,24593.66345,828.1173073,5.947934908,71.34760691,9.624795776,14715.76302,2434.413016,1184.687778,215.6161448,62.48527525,22.66358872,115.2061061,3.407329342,72.25487245,16.87644943,Grassland,18-02-10,1061,1.9,0,0,Level,Plain,Bottomland,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,5,5,5,this is a grassland . no trees in our plot but all around acacia tortilis . hard soil.,No,0,1,0,0,All of this cluster was a shamba for  35 years until 2 years ago. maybe that's why the soil is so hard.,1,1,1,1,None,None,None,None,None,0,,30,18,20,10,,-0.3,3.1,1.0082,0.0031,280,-16.55,icr006570,88.5787,2.3913,0,0,0,6.3644,10.31141061,23.55193329,187.951307,0.272529395,304.68,69.9940532,374.6740532,1.026504255,29,1.45,14,22.08333341,576,1797,0.850614286,1.798,0.248031005,27.43919563
icr006586,36.45772171,-6.05574989,East Africa,Tanzania,Pandambili,8,1,Topsoil,6.865,13.682,15.939,18.652,1.09,1.09,0,0.11,7.06,2552.182083,2287.346564,467.5727676,84.07093618,6.94,83.27,9.14,2.255154099,4.952908755,0.069157468,17.10273109,55026.39041,2452.836902,17.80954714,123.2415541,26.36134474,37372.2508,9379.867053,6286.142896,698.8539867,138.570743,56.01312732,230.5939613,5.384431823,125.5160139,55.60641161,Bushland,16-02-10,1072,1.3,1,1,Level,Plain,Bottomland,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,5,5,5,5,this is a bushland next to the boma at headquarters. very  few shrubs; one tree. some bare soil,Yes,0,1,0,0,"was a scattered baobab forest, then white settler came and planted everything in groundnut, which eventually failed ad they abandoned it. In 1952-53 it was for sheep and livestock experiments.In 1952 they determined the land was better for beef cattle.  T",1,1,1,1,None,None,None,None,None,0,,50,50,25,50,,NA,NA,NA,NA,NA,NA,icr006586,74.5215,2.7586,0,1.9862,0,16.0201,17.68110244,23.55193329,187.951307,0.270649882,304.68,73.12319837,377.8031984,1.035077256,26,1.44,15,21.93750004,578,1787,0.942114286,3.1392,0.248031005,27.43919563
icr006626,36.4863,-6.09622,East Africa,Tanzania,Pandambili,10,1,Topsoil,3.735,7.829,9.549,11.441,0.43,0.43,0,0.04,5.89,1236.921369,1063.475158,115.135959,41.48028306,2.06,32.31,1.21,0.614972379,0.746999369,0.018092521,3.069704142,23627.06109,397.4739701,6.896188579,62.2009199,9.013397724,15834.72306,2003.258263,1348.270189,172.6640225,85.25691307,18.71272496,131.6283113,2.939359626,51.52199873,18.90861025,Grassland,22-02-10,1084,0,0,1,Level,Plain,Bottomland,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,2,5,5,5,5,grassland acacia tortollis,Yes,0,1,0,0,same,1,1,1,1,None,None,None,None,None,0,,20,30,40,30,,NA,NA,NA,NA,NA,NA,icr006626,71.9931,0,0,0,2.654,22.0543,10.31141061,23.55193329,187.951307,0.266890856,304.68,73.54344687,378.2234469,1.036228622,29,1.42,15,21.87499996,593,1787,0.812742857,1.2212,0.248031005,27.43919563
